timestamp,action,resource_type,resource_id,name,repo,owner,environment,purpose,phase,version,created,TTL,cleanup,profile,account_id,region,source_or_parent,issue_or_pr,evidence,notes
2026-08-27T03:47:14+08:00,created,AWS::Lambda::Function,PlatformApi,agentcore-issue4-platform-api,AgentCore,amit,dev,Policy gate and Bedrock invocation,issue-4-mvp,issue-4-r1,2026-08-27,03-09-26,delete,amit,local-evidence,ap-southeast-1,AgentCoreMvp,#4/#5,~/.AGENTS-temp/AgentCore/aws-inventory/20260827T034919+0800/resources.json,Python 3.13 ARM64 256 MB
2026-08-27T03:47:14+08:00,created,AWS::DynamoDB::Table,AuditTable,agentcore-issue4-mvp,AgentCore,amit,dev,Key hash and request audit records,issue-4-mvp,issue-4-r1,2026-08-27,03-09-26,delete,amit,local-evidence,ap-southeast-1,AgentCoreMvp,#4/#5,~/.AGENTS-temp/AgentCore/aws-inventory/20260827T034919+0800/resources.json,Pay per request and no PITR
2026-08-27T03:47:14+08:00,created,AWS::Logs::LogGroup,PlatformApiLogGroup,platform-api-log-group,AgentCore,amit,dev,Lambda operational logs,issue-4-mvp,issue-4-r1,2026-08-27,03-09-26,delete,amit,local-evidence,ap-southeast-1,AgentCoreMvp,#4/#5,~/.AGENTS-temp/AgentCore/aws-inventory/20260827T034919+0800/resources.json,Seven-day retention
2026-08-27T03:47:14+08:00,created,AWS::IAM::Role,PlatformApiServiceRole,platform-api-service-role,AgentCore,amit,dev,Lambda execution role,issue-4-mvp,issue-4-r1,2026-08-27,03-09-26,delete,amit,local-evidence,ap-southeast-1,AgentCoreMvp,#4/#5,~/.AGENTS-temp/AgentCore/aws-inventory/20260827T034919+0800/resources.json,Stack-owned role
2026-08-27T03:47:14+08:00,created,AWS::IAM::Policy,PlatformApiServiceRoleDefaultPolicy,platform-api-service-role-policy,AgentCore,amit,dev,DynamoDB logs and Bedrock invoke permissions,issue-4-mvp,issue-4-r1,2026-08-27,03-09-26,delete,amit,local-evidence,ap-southeast-1,AgentCoreMvp,#4/#5,~/.AGENTS-temp/AgentCore/aws-inventory/20260827T034919+0800/resources.json,Stack-owned policy
2026-08-28T15:59:49+08:00,created,AWS::ApiGateway::Deployment,PlatformGatewayDeployment-r2,PlatformGatewayDeployment,AgentCore,amit,dev,Generated API deployment rotation,issue-4-mvp,issue-4-r1,2026-08-27,03-09-26,delete,amit,local-evidence,ap-southeast-1,AgentCoreMvp,#4/#5,~/.AGENTS-temp/AgentCore/aws/20260828T155822+0800/stack-after.json,Created while adding cleanup tag
2026-08-28T15:59:54+08:00,deleted,AWS::ApiGateway::Deployment,PlatformGatewayDeployment-r1,PlatformGatewayDeployment,AgentCore,amit,dev,Replaced API deployment,issue-4-mvp,issue-4-r1,2026-08-27,03-09-26,delete,amit,local-evidence,ap-southeast-1,AgentCoreMvp,#4/#5,~/.AGENTS-temp/AgentCore/aws/20260828T155822+0800/stack-after.json,Deleted automatically during cleanup-tag update
2026-08-28T16:00:01+08:00,updated,AWS::CloudFormation::Stack,AgentCoreMvp,AgentCoreMvp,AgentCore,amit,dev,Three-view governed Bedrock access POC,issue-4-mvp,issue-4-r1,2026-08-27,03-09-26,delete,amit,local-evidence,ap-southeast-1,cdk/AgentCoreMvp,#4/#5,~/.AGENTS-temp/AgentCore/aws/20260828T155822+0800/result.json,Added cleanup delete tag; created tag corrected in next update
2026-08-28T16:06:30+08:00,deleted,AWS::CloudFormation::Stack,AgentCoreMvp,AgentCoreMvp,AgentCore,amit,dev,Three-view governed Bedrock access POC,issue-4-mvp,issue-4-r1,2026-08-27,03-09-26,delete,project1,local-evidence,ap-southeast-1,cdk/AgentCoreMvp,#4/#5,~/.AGENTS-temp/AgentCore/aws-cleanup/20260828T160523+0800/result.json,Verified deletion of all 18 stack-owned resources; retained amit frontend config
2026-08-28T16:09:21+08:00,created,AWS::ApiGateway::Deployment,PlatformGatewayDeployment-r3,PlatformGatewayDeployment,AgentCore,amit,dev,Generated API deployment rotation,issue-4-mvp,issue-4-r1,2026-08-27,03-09-26,delete,amit,local-evidence,ap-southeast-1,AgentCoreMvp,#4/#5,~/.AGENTS-temp/AgentCore/aws/20260828T160752+0800/stack-after.json,Created while restoring original created tag
2026-08-28T16:09:26+08:00,deleted,AWS::ApiGateway::Deployment,PlatformGatewayDeployment-r2,PlatformGatewayDeployment,AgentCore,amit,dev,Replaced API deployment,issue-4-mvp,issue-4-r1,2026-08-27,03-09-26,delete,amit,local-evidence,ap-southeast-1,AgentCoreMvp,#4/#5,~/.AGENTS-temp/AgentCore/aws/20260828T160752+0800/stack-after.json,Deleted automatically during created-tag correction
2026-08-28T16:09:33+08:00,updated,AWS::CloudFormation::Stack,AgentCoreMvp,AgentCoreMvp,AgentCore,amit,dev,Three-view governed Bedrock access POC,issue-4-mvp,issue-4-r1,2026-08-27,03-09-26,delete,amit,local-evidence,ap-southeast-1,cdk/AgentCoreMvp,#4/#5,~/.AGENTS-temp/AgentCore/aws/20260828T160752+0800/result.json,Final retained stack has original created date plus TTL and cleanup tags
2026-08-31T21:10:12+08:00,created,AWS::IAM::User,issue-9-proof-1-user,agentcore-issue9-bedrock-api-key-user-r1,AgentCore,amit,dev,Native Bedrock API key governance proof,issue-9,issue-9-r1,2026-08-31,01-09-26,delete,amit,local-evidence,ap-southeast-1,scripts/bedrock-api-key-poc.sh,#9,~/.AGENTS-temp/AgentCore/bedrock-api-key/20260831T210958+0800/,First live proof user; exact AWS identifiers remain in private local evidence
2026-08-31T21:10:12+08:00,created,AWS::IAM::ServiceSpecificCredential,issue-9-proof-1-credential,native-bedrock-api-key,AgentCore,amit,dev,One-day Bedrock-only developer credential,issue-9,issue-9-r1,2026-08-31,01-09-26,delete,amit,local-evidence,ap-southeast-1,issue-9-proof-1-user,#9,~/.AGENTS-temp/AgentCore/bedrock-api-key/20260831T210958+0800/,ALLOW and DENY passed; secret and credential identifier not recorded here
2026-08-31T21:10:36+08:00,deleted,AWS::IAM::ServiceSpecificCredential,issue-9-proof-1-credential,native-bedrock-api-key,AgentCore,amit,dev,One-day Bedrock-only developer credential,issue-9,issue-9-r1,2026-08-31,01-09-26,delete,amit,local-evidence,ap-southeast-1,issue-9-proof-1-user,#9,~/.AGENTS-temp/AgentCore/bedrock-api-key/20260831T210958+0800/cleanup.json,Credential deletion verified; initial audit parser corrected after cleanup
2026-08-31T21:10:36+08:00,deleted,AWS::IAM::User,issue-9-proof-1-user,agentcore-issue9-bedrock-api-key-user-r1,AgentCore,amit,dev,Native Bedrock API key governance proof,issue-9,issue-9-r1,2026-08-31,01-09-26,delete,amit,local-evidence,ap-southeast-1,scripts/bedrock-api-key-poc.sh,#9,~/.AGENTS-temp/AgentCore/bedrock-api-key/20260831T210958+0800/cleanup.json,Disposable IAM user deletion verified
2026-08-31T21:20:33+08:00,created,AWS::IAM::User,issue-9-proof-2-user,agentcore-issue9-bedrock-api-key-user-r1,AgentCore,amit,dev,Native Bedrock API key governance proof,issue-9,issue-9-r1,2026-08-31,01-09-26,delete,amit,local-evidence,ap-southeast-1,scripts/bedrock-api-key-poc.sh,#9,~/.AGENTS-temp/AgentCore/bedrock-api-key/20260831T212021+0800/result.json,Final repeatable proof user; exact AWS identifiers remain in private local evidence
2026-08-31T21:20:33+08:00,created,AWS::IAM::ServiceSpecificCredential,issue-9-proof-2-credential,native-bedrock-api-key,AgentCore,amit,dev,One-day Bedrock-only developer credential,issue-9,issue-9-r1,2026-08-31,01-09-26,delete,amit,local-evidence,ap-southeast-1,issue-9-proof-2-user,#9,~/.AGENTS-temp/AgentCore/bedrock-api-key/20260831T212021+0800/result.json,Final ALLOW HTTP 200 and AWS IAM DENY HTTP 403 proof
2026-08-31T21:20:52+08:00,deleted,AWS::IAM::ServiceSpecificCredential,issue-9-proof-2-credential,native-bedrock-api-key,AgentCore,amit,dev,One-day Bedrock-only developer credential,issue-9,issue-9-r1,2026-08-31,01-09-26,delete,amit,local-evidence,ap-southeast-1,issue-9-proof-2-user,#9,~/.AGENTS-temp/AgentCore/bedrock-api-key/20260831T212021+0800/cleanup.json,Credential deletion verified
2026-08-31T21:20:52+08:00,deleted,AWS::IAM::User,issue-9-proof-2-user,agentcore-issue9-bedrock-api-key-user-r1,AgentCore,amit,dev,Native Bedrock API key governance proof,issue-9,issue-9-r1,2026-08-31,01-09-26,delete,amit,local-evidence,ap-southeast-1,scripts/bedrock-api-key-poc.sh,#9,~/.AGENTS-temp/AgentCore/bedrock-api-key/20260831T212021+0800/cleanup.json,Final cleanup verified before CloudTrail polling
2026-08-31T23:32:57+08:00,created,AWS::IAM::User,issue-9-retained-user,agentcore-issue9-bedrock-api-key-user-r1,AgentCore,amit,dev,Repeat-demo native Bedrock API key proof,issue-9,issue-9-r1,2026-08-31,30-09-26,review,amit,local-evidence,ap-southeast-1,scripts/bedrock-api-key-poc.sh,#9,~/.AGENTS-temp/AgentCore/issue9-gui/20260831T233242+0800/result.json,Retained dedicated user; no general access key or console login
2026-08-31T23:32:57+08:00,created,AWS::IAM::ServiceSpecificCredential,issue-9-retained-credential,native-bedrock-api-key,AgentCore,amit,dev,Thirty-day model-restricted repeat-demo credential,issue-9,issue-9-r1,2026-08-31,30-09-26,review,amit,local-evidence,ap-southeast-1,issue-9-retained-user,#9,~/.AGENTS-temp/AgentCore/issue9-gui/20260831T233242+0800/result.json,Retained mode-600 secret outside Git; explicit cleanup script available
2026-09-01T02:23:45+08:00,deleted,AWS::IAM::ServiceSpecificCredential,issue-12-singapore-credential,codex-bedrock-api-key,AgentCore,amit,dev,Replace unsupported-Region Codex credential,issue-12,issue-12-r1,2026-09-01,01-10-26,review,amit,local-evidence,ap-southeast-1,issue-12-singapore-user,#12,~/.AGENTS-temp/AgentCore/issue12-codex-key-cleanup/20260901T022345+0800,Credential deletion verified before Ohio replacement
2026-09-01T02:23:45+08:00,deleted,AWS::IAM::User,issue-12-singapore-user,agentcore-issue12-codex-key-user-r1,AgentCore,amit,dev,Replace unsupported-Region Codex policy boundary,issue-12,issue-12-r1,2026-09-01,01-10-26,review,amit,local-evidence,ap-southeast-1,scripts/cleanup-issue12-codex-key.sh,#12,~/.AGENTS-temp/AgentCore/issue12-codex-key-cleanup/20260901T022345+0800,User and inline policy deletion verified
2026-09-01T02:24:12+08:00,created,AWS::IAM::User,issue-12-ohio-user,agentcore-issue12-codex-key-user-r1,AgentCore,amit,dev,Dedicated Codex Bedrock Mantle credential boundary,issue-12,issue-12-r1,2026-09-01,01-10-26,review,amit,local-evidence,us-east-2,scripts/create-codex-bedrock-key.sh,#12,~/.AGENTS-temp/AgentCore/issue12-codex-key-create/20260901T022412+0800,Retained user; exact AWS identifiers remain in protected evidence
2026-09-01T02:24:12+08:00,created,AWS::IAM::ServiceSpecificCredential,issue-12-ohio-credential,codex-bedrock-api-key,AgentCore,amit,dev,Thirty-day Codex Bedrock API key,issue-12,issue-12-r1,2026-09-01,01-10-26,review,amit,local-evidence,us-east-2,issue-12-ohio-user,#12,~/.AGENTS-temp/AgentCore/issue12-codex-key-create/20260901T022412+0800,Mode-600 key rotated into external env; model inference blocked by account enablement
2026-09-01T02:36:55+08:00,updated,AWS::IAM::Policy,issue-12-ohio-policy,AgentCoreIssue12CodexKeyPolicy,AgentCore,amit,dev,Exact Bedrock Mantle bearer and default-project inference permissions,issue-12,issue-12-r1,2026-09-01,01-10-26,review,amit,local-evidence,us-east-2,issue-12-ohio-user,#12,~/.AGENTS-temp/AgentCore/issue12-codex-key-create/20260901T023655+0800,Terra policy reached Mantle endpoint; account model enablement returned HTTP 401
